id,year,stint,team,lg,g,ab,r,h,X2b,X3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp,batting_average
sierrru01,1997,2,TOR,AL,14,48,4,10,0,2,1,5.0,0.0,0.0,3,13.0,1.0,0.0,0.0,1.0,0.0,0.20833333333333334
sojolu01,1997,1,NYA,AL,77,215,27,66,6,1,2,25.0,3.0,1.0,16,14.0,0.0,1.0,5.0,2.0,5.0,0.30697674418604654
stairma01,1997,1,OAK,AL,133,352,62,105,19,0,27,73.0,3.0,2.0,50,60.0,1.0,3.0,1.0,4.0,6.0,0.29829545454545453
stanlmi02,1997,1,BOS,AL,97,260,45,78,17,0,13,53.0,0.0,1.0,39,50.0,0.0,6.0,0.0,7.0,9.0,0.3
stanlmi02,1997,2,NYA,AL,28,87,16,25,8,0,3,12.0,0.0,0.0,15,22.0,4.0,0.0,0.0,1.0,4.0,0.28735632183908044
stantmi02,1997,1,NYA,AL,64,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
stinnke01,1997,1,ML4,AL,30,36,2,9,4,0,0,3.0,0.0,0.0,3,9.0,0.0,0.0,0.0,0.0,0.0,0.25
strawda01,1997,1,NYA,AL,11,29,1,3,1,0,0,2.0,0.0,0.0,3,9.0,0.0,0.0,0.0,0.0,2.0,0.10344827586206896
suppaje01,1997,1,BOS,AL,1,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
surhobj01,1997,1,BAL,AL,147,528,80,150,30,4,18,88.0,1.0,1.0,49,60.0,14.0,5.0,3.0,10.0,7.0,0.2840909090909091
swindgr01,1997,1,MIN,AL,65,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
thomafr04,1997,1,CHA,AL,146,530,110,184,35,0,35,125.0,1.0,1.0,109,69.0,9.0,3.0,0.0,7.0,15.0,0.3471698113207547
thomeji01,1997,1,CLE,AL,147,496,104,142,25,0,40,102.0,1.0,1.0,120,146.0,9.0,3.0,0.0,8.0,9.0,0.2862903225806452
timlimi01,1997,1,TOR,AL,38,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
timlimi01,1997,2,SEA,AL,26,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
valenjo03,1997,1,ML4,AL,136,494,58,125,23,1,17,58.0,19.0,8.0,39,109.0,4.0,4.0,4.0,5.0,5.0,0.25303643724696356
velarra01,1997,1,ANA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
venturo01,1997,1,CHA,AL,54,183,27,48,10,1,6,26.0,0.0,0.0,34,21.0,5.0,0.0,0.0,3.0,3.0,0.26229508196721313
villoro01,1997,1,ML4,AL,4,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vizquom01,1997,1,CLE,AL,153,565,89,158,23,6,5,49.0,43.0,12.0,57,58.0,1.0,2.0,16.0,2.0,16.0,0.27964601769911507
wakefti01,1997,1,BOS,AL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walketo04,1997,1,MIN,AL,52,156,15,37,7,1,3,16.0,7.0,0.0,11,30.0,1.0,1.0,1.0,2.0,5.0,0.23717948717948717
weathda01,1997,1,NYA,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
weathda01,1997,2,CLE,AL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
wellsda01,1997,1,NYA,AL,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
whitema01,1997,1,NYA,AL,69,215,34,57,11,0,5,24.0,4.0,2.0,30,47.0,5.0,2.0,1.0,0.0,6.0,0.2651162790697674
wickmbo01,1997,1,ML4,AL,74,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
wilkiri01,1997,2,SEA,AL,5,12,2,3,1,0,1,4.0,0.0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.25
willibe02,1997,1,NYA,AL,129,509,107,167,35,6,21,100.0,15.0,8.0,73,80.0,7.0,1.0,0.0,8.0,10.0,0.3280943025540275
willige02,1997,1,ML4,AL,155,566,73,143,32,2,10,41.0,23.0,9.0,19,90.0,1.0,6.0,5.0,5.0,9.0,0.25265017667844525
willima04,1997,1,CLE,AL,151,596,86,157,32,3,32,105.0,12.0,4.0,34,108.0,4.0,4.0,0.0,2.0,14.0,0.2634228187919463
williwo02,1997,1,TOR,AL,1,2,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
witasja01,1997,1,OAK,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
wittbo01,1997,1,TEX,AL,3,6,1,2,1,0,1,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
aloumo01,1997,1,FLO,NL,150,538,88,157,29,5,23,115.0,9.0,5.0,70,85.0,9.0,4.0,0.0,7.0,13.0,0.29182156133828996
alvarwi01,1997,2,SFN,NL,11,23,1,3,0,0,0,1.0,0.0,0.0,2,5.0,0.0,0.0,1.0,0.0,0.0,0.13043478260869565
ashbyan01,1997,1,SDN,NL,29,60,1,4,1,0,0,1.0,0.0,0.0,2,24.0,0.0,0.0,7.0,0.0,1.0,0.06666666666666667
astacpe01,1997,1,LAN,NL,26,41,2,6,0,0,0,1.0,0.0,0.0,0,16.0,0.0,0.0,10.0,0.0,0.0,0.14634146341463414
astacpe01,1997,2,COL,NL,7,13,0,1,0,0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,1.0,0.0,0.0,0.07692307692307693
ausmubr01,1997,1,HOU,NL,130,425,45,113,25,1,4,44.0,14.0,6.0,38,78.0,4.0,3.0,6.0,6.0,8.0,0.26588235294117646
baergca01,1997,1,NYN,NL,133,467,53,131,25,1,9,52.0,2.0,6.0,20,54.0,1.0,3.0,3.0,5.0,13.0,0.28051391862955033
bagweje01,1997,1,HOU,NL,162,566,109,162,40,2,43,135.0,31.0,10.0,127,122.0,27.0,16.0,0.0,8.0,10.0,0.2862190812720848
bellda01,1997,1,SLN,NL,66,142,9,30,7,2,1,12.0,1.0,0.0,10,28.0,2.0,0.0,2.0,1.0,2.0,0.2112676056338028
bellira01,1997,1,ATL,NL,72,71,9,15,3,0,1,3.0,0.0,1.0,1,17.0,0.0,0.0,4.0,1.0,1.0,0.2112676056338028
benesan01,1997,1,SLN,NL,25,55,4,12,2,0,0,5.0,0.0,0.0,1,14.0,0.0,1.0,8.0,0.0,0.0,0.21818181818181817
bicheda01,1997,1,COL,NL,151,561,81,173,31,2,26,118.0,6.0,5.0,30,90.0,1.0,3.0,0.0,7.0,13.0,0.3083778966131907
bielemi01,1997,1,ATL,NL,48,2,0,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
biggicr01,1997,1,HOU,NL,162,619,146,191,37,8,22,81.0,47.0,10.0,84,107.0,6.0,34.0,0.0,7.0,0.0,0.308562197092084
bondsba01,1997,1,SFN,NL,159,532,123,155,26,5,40,101.0,37.0,8.0,145,87.0,34.0,8.0,0.0,5.0,13.0,0.29135338345864664
bonilbo01,1997,1,FLO,NL,153,562,77,167,39,3,17,96.0,6.0,6.0,73,94.0,8.0,5.0,0.0,8.0,18.0,0.297153024911032
boonebr01,1997,1,CIN,NL,139,443,40,99,25,1,7,46.0,5.0,5.0,45,101.0,4.0,4.0,4.0,5.0,11.0,0.2234762979683973
brownke01,1997,1,FLO,NL,31,72,4,9,1,0,0,4.0,0.0,0.0,5,25.0,0.0,0.0,6.0,0.0,0.0,0.125
burbada01,1997,1,CIN,NL,30,46,2,9,0,0,0,2.0,0.0,0.0,1,18.0,0.0,2.0,4.0,0.0,1.0,0.1956521739130435
burksel01,1997,1,COL,NL,119,424,91,123,19,2,32,82.0,7.0,2.0,47,75.0,0.0,3.0,1.0,2.0,17.0,0.29009433962264153
butlebr01,1997,1,LAN,NL,105,343,52,97,8,3,0,18.0,15.0,10.0,42,40.0,0.0,1.0,15.0,0.0,1.0,0.282798833819242
caminke01,1997,1,SDN,NL,137,486,92,141,28,0,26,90.0,11.0,2.0,80,118.0,9.0,3.0,0.0,7.0,12.0,0.29012345679012347
candito01,1997,1,LAN,NL,41,32,0,3,0,0,0,2.0,0.0,0.0,1,10.0,0.0,0.0,9.0,0.0,1.0,0.09375
castivi02,1997,1,COL,NL,159,612,94,186,25,2,40,113.0,2.0,4.0,44,108.0,9.0,8.0,0.0,4.0,17.0,0.30392156862745096
claytro01,1997,1,SLN,NL,154,576,75,153,39,5,9,61.0,30.0,10.0,33,109.0,4.0,3.0,2.0,5.0,19.0,0.265625
colbrgr01,1997,2,ATL,NL,28,54,3,15,3,0,2,9.0,0.0,0.0,2,11.0,0.0,1.0,1.0,0.0,1.0,0.2777777777777778
colesda01,1997,1,COL,NL,21,22,1,7,1,0,1,2.0,0.0,0.0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.3181818181818182
coninje01,1997,1,FLO,NL,151,405,46,98,13,1,17,61.0,2.0,0.0,57,89.0,3.0,2.0,0.0,2.0,11.0,0.2419753086419753
cookde01,1997,1,FLO,NL,59,9,2,5,0,0,1,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
cormirh01,1997,1,MON,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
darwida01,1997,2,SFN,NL,10,15,0,2,1,0,0,2.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
daultda01,1997,1,PHI,NL,84,269,46,71,13,6,11,42.0,4.0,0.0,54,57.0,4.0,1.0,0.0,7.0,3.0,0.26394052044609667
daultda01,1997,2,FLO,NL,52,126,22,33,8,2,3,21.0,2.0,1.0,22,17.0,1.0,1.0,0.0,2.0,1.0,0.2619047619047619
dunstsh01,1997,1,CHN,NL,114,419,57,119,18,4,9,41.0,29.0,7.0,8,64.0,0.0,3.0,3.0,4.0,7.0,0.2840095465393795
dunstsh01,1997,2,PIT,NL,18,71,14,28,4,1,5,16.0,3.0,1.0,0,11.0,0.0,0.0,2.0,1.0,2.0,0.39436619718309857
eckerde01,1997,1,SLN,NL,57,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
eisenji01,1997,1,FLO,NL,120,293,36,82,19,1,2,34.0,0.0,0.0,30,28.0,4.0,1.0,3.0,4.0,7.0,0.27986348122866894
embreal01,1997,1,ATL,NL,66,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
evereca01,1997,1,NYN,NL,142,443,58,110,28,3,14,57.0,17.0,9.0,32,102.0,3.0,7.0,3.0,2.0,3.0,0.24830699774266365
fernasi01,1997,1,HOU,NL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
finlest01,1997,1,SDN,NL,143,560,101,146,26,5,28,92.0,15.0,3.0,43,92.0,2.0,3.0,2.0,7.0,10.0,0.26071428571428573
flahejo01,1997,1,SDN,NL,129,439,38,120,21,1,9,46.0,4.0,4.0,33,62.0,7.0,0.0,2.0,2.0,11.0,0.2733485193621868
fletcda01,1997,1,MON,NL,96,310,39,86,20,1,17,55.0,1.0,1.0,17,35.0,3.0,5.0,0.0,2.0,6.0,0.27741935483870966
floydcl01,1997,1,FLO,NL,61,137,23,32,9,1,6,19.0,6.0,2.0,24,33.0,0.0,2.0,1.0,1.0,3.0,0.23357664233576642
francjo01,1997,1,NYN,NL,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
gaettga01,1997,1,SLN,NL,148,502,63,126,24,1,17,69.0,7.0,3.0,36,88.0,3.0,6.0,4.0,6.0,20.0,0.250996015936255
gagnegr01,1997,1,LAN,NL,144,514,49,129,20,3,9,57.0,2.0,5.0,31,120.0,4.0,4.0,3.0,1.0,13.0,0.2509727626459144
galaran01,1997,1,COL,NL,154,600,120,191,31,3,41,140.0,15.0,8.0,54,141.0,2.0,17.0,0.0,3.0,16.0,0.31833333333333336
gantro01,1997,1,SLN,NL,139,502,68,115,21,4,17,62.0,14.0,6.0,58,162.0,3.0,1.0,0.0,1.0,2.0,0.2290836653386454
glavito02,1997,1,ATL,NL,31,63,6,14,0,0,0,7.0,0.0,0.0,7,13.0,0.0,1.0,17.0,0.0,1.0,0.2222222222222222
gomezch02,1997,1,SDN,NL,150,522,62,132,19,2,5,54.0,5.0,8.0,53,114.0,1.0,5.0,3.0,3.0,16.0,0.25287356321839083
gonzalu01,1997,1,HOU,NL,152,550,78,142,31,2,10,68.0,10.0,7.0,71,67.0,7.0,5.0,0.0,5.0,12.0,0.2581818181818182
gracema01,1997,1,CHN,NL,151,555,87,177,32,5,13,78.0,2.0,4.0,88,45.0,3.0,2.0,1.0,8.0,18.0,0.31891891891891894
graffto01,1997,1,ATL,NL,104,186,33,48,9,1,8,20.0,6.0,4.0,26,46.0,1.0,1.0,3.0,5.0,3.0,0.25806451612903225
guthrma01,1997,1,LAN,NL,58,4,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.25
gwynnto01,1997,1,SDN,NL,149,592,97,220,49,2,17,119.0,12.0,5.0,43,28.0,12.0,3.0,1.0,12.0,12.0,0.3716216216216216
hamilda02,1997,1,SFN,NL,125,460,78,124,23,3,5,43.0,15.0,10.0,61,61.0,1.0,0.0,6.0,2.0,6.0,0.26956521739130435
hanseda01,1997,1,CHN,NL,90,151,19,47,8,2,3,21.0,1.0,2.0,31,32.0,1.0,1.0,2.0,1.0,0.0,0.31125827814569534
harnipe01,1997,1,NYN,NL,6,8,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
harrile01,1997,1,CIN,NL,120,238,32,65,13,1,3,28.0,4.0,3.0,18,18.0,1.0,2.0,3.0,2.0,10.0,0.27310924369747897
helliri01,1997,1,FLO,NL,31,11,0,1,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.09090909090909091
henderi01,1997,1,SDN,NL,88,288,63,79,11,0,6,27.0,29.0,4.0,71,62.0,2.0,4.0,0.0,2.0,7.0,0.2743055555555556
hernajo01,1997,1,CHN,NL,121,183,33,50,8,5,7,26.0,2.0,5.0,14,42.0,2.0,0.0,1.0,1.0,5.0,0.273224043715847
hernaro01,1997,2,SFN,NL,28,2,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
hillgl01,1997,1,SFN,NL,128,398,47,104,28,4,11,64.0,7.0,4.0,19,87.0,0.0,4.0,0.0,7.0,8.0,0.2613065326633166
hitchst01,1997,1,SDN,NL,32,50,4,5,0,0,0,1.0,0.0,1.0,3,30.0,0.0,0.0,8.0,0.0,2.0,0.1
hoffmtr01,1997,1,SDN,NL,68,3,0,1,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
hollato01,1997,1,LAN,NL,106,296,39,73,20,2,4,31.0,5.0,5.0,17,60.0,2.0,0.0,2.0,2.0,8.0,0.24662162162162163
holmeda01,1997,1,COL,NL,41,19,2,3,0,0,1,2.0,0.0,0.0,0,9.0,0.0,0.0,3.0,1.0,0.0,0.15789473684210525
honeyri01,1997,1,SLN,NL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
jacksda02,1997,1,SLN,NL,4,7,1,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
jacksda02,1997,2,SDN,NL,13,13,0,1,0,0,0,0.0,0.0,1.0,1,4.0,0.0,0.0,1.0,0.0,0.0,0.07692307692307693
jarvike01,1997,1,CIN,NL,9,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
javiest01,1997,1,SFN,NL,142,440,69,126,16,4,8,50.0,25.0,3.0,56,70.0,1.0,5.0,2.0,7.0,5.0,0.2863636363636364
jeffegr01,1997,1,PHI,NL,130,476,68,122,25,3,11,48.0,12.0,6.0,53,27.0,7.0,2.0,0.0,0.0,8.0,0.25630252100840334
johnsla03,1997,1,NYN,NL,72,265,43,82,10,6,1,24.0,15.0,10.0,33,21.0,2.0,0.0,0.0,1.0,6.0,0.30943396226415093
johnsla03,1997,2,CHN,NL,39,145,17,44,6,2,4,15.0,5.0,2.0,9,10.0,1.0,0.0,0.0,1.0,2.0,0.30344827586206896
jordabr01,1997,1,SLN,NL,47,145,17,34,5,0,0,10.0,6.0,1.0,10,21.0,1.0,6.0,0.0,0.0,4.0,0.23448275862068965
joynewa01,1997,1,SDN,NL,135,455,59,149,29,2,13,83.0,3.0,5.0,51,51.0,5.0,2.0,0.0,10.0,14.0,0.3274725274725275
kentje01,1997,1,SFN,NL,155,580,90,145,38,2,29,121.0,11.0,3.0,48,133.0,6.0,13.0,0.0,10.0,14.0,0.25
kleskry01,1997,1,ATL,NL,143,467,67,122,23,6,24,84.0,4.0,4.0,48,130.0,5.0,4.0,1.0,2.0,12.0,0.26124197002141325
lankfra01,1997,1,SLN,NL,133,465,94,137,36,3,31,98.0,21.0,11.0,95,125.0,10.0,0.0,0.0,5.0,9.0,0.2946236559139785
larkiba01,1997,1,CIN,NL,73,224,34,71,17,3,4,20.0,14.0,3.0,47,24.0,6.0,3.0,1.0,1.0,3.0,0.3169642857142857
leiteal01,1997,1,FLO,NL,25,48,2,5,0,0,0,1.0,0.0,0.0,3,25.0,0.0,0.0,2.0,0.0,3.0,0.10416666666666667
lewisda01,1997,2,LAN,NL,26,77,7,23,3,1,1,10.0,3.0,2.0,6,17.0,0.0,0.0,2.0,0.0,1.0,0.2987012987012987
loaizes01,1997,1,PIT,NL,31,60,4,10,1,0,0,5.0,0.0,0.0,1,17.0,0.0,0.0,8.0,0.0,1.0,0.16666666666666666
loftoke01,1997,1,ATL,NL,122,493,90,164,20,6,5,48.0,27.0,20.0,64,83.0,5.0,2.0,2.0,3.0,10.0,0.332657200811359
lopezja01,1997,1,ATL,NL,123,414,52,122,28,1,23,68.0,1.0,1.0,40,82.0,10.0,5.0,1.0,4.0,9.0,0.2946859903381642
mabryjo01,1997,1,SLN,NL,116,388,40,110,19,0,5,36.0,0.0,1.0,39,77.0,9.0,3.0,2.0,2.0,11.0,0.28350515463917525
maddugr01,1997,1,ATL,NL,31,67,3,7,2,0,0,4.0,1.0,0.0,5,21.0,0.0,0.0,6.0,0.0,0.0,0.1044776119402985
martipe02,1997,1,MON,NL,29,69,5,8,2,1,0,0.0,0.0,0.0,3,28.0,0.0,0.0,9.0,0.0,2.0,0.11594202898550725
mcgeewi01,1997,1,SLN,NL,122,300,29,90,19,4,3,38.0,8.0,2.0,22,59.0,2.0,0.0,0.0,1.0,6.0,0.3
mcgrifr01,1997,1,ATL,NL,152,564,77,156,25,1,22,97.0,5.0,0.0,68,112.0,4.0,4.0,0.0,5.0,22.0,0.2765957446808511
mcgwima01,1997,2,SLN,NL,51,174,38,44,3,0,24,42.0,2.0,0.0,43,61.0,8.0,5.0,0.0,2.0,0.0,0.25287356321839083
merckke01,1997,1,CIN,NL,31,45,3,7,1,1,0,1.0,0.0,0.0,4,23.0,0.0,0.0,4.0,0.0,0.0,0.15555555555555556
mondera01,1997,1,LAN,NL,159,616,95,191,42,5,30,87.0,32.0,15.0,44,105.0,7.0,6.0,1.0,3.0,11.0,0.31006493506493504
morgami01,1997,1,CIN,NL,30,44,1,4,0,1,0,2.0,0.0,0.0,0,14.0,0.0,1.0,9.0,0.0,0.0,0.09090909090909091
mulhote01,1997,1,CHN,NL,25,49,0,8,2,0,0,2.0,0.0,0.0,0,24.0,0.0,0.0,3.0,0.0,0.0,0.16326530612244897
mulhote01,1997,2,SFN,NL,15,6,1,1,1,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666
murraed02,1997,2,LAN,NL,9,7,0,2,0,0,0,3.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857
myersgr01,1997,2,ATL,NL,9,9,0,1,0,0,0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
neaglde01,1997,1,ATL,NL,32,72,6,11,1,0,1,7.0,0.0,0.0,4,35.0,0.0,0.0,9.0,0.0,1.0,0.1527777777777778
nixonot01,1997,2,LAN,NL,42,175,30,48,6,2,1,18.0,12.0,2.0,13,24.0,0.0,0.0,2.0,1.0,2.0,0.2742857142857143
olerujo01,1997,1,NYN,NL,154,524,90,154,34,1,22,102.0,0.0,0.0,85,67.0,5.0,13.0,0.0,8.0,19.0,0.29389312977099236
olivejo01,1997,1,CIN,NL,111,349,28,90,13,0,14,43.0,1.0,3.0,25,58.0,1.0,5.0,2.0,5.0,7.0,0.25787965616045844
parenma01,1997,1,PHI,NL,39,113,4,17,3,0,0,8.0,0.0,1.0,7,39.0,0.0,0.0,0.0,1.0,3.0,0.1504424778761062
parkch01,1997,1,LAN,NL,31,51,5,9,4,0,0,2.0,0.0,0.0,4,21.0,0.0,0.0,11.0,0.0,0.0,0.17647058823529413
penato01,1997,2,HOU,NL,9,19,2,4,3,0,0,2.0,0.0,0.0,2,3.0,0.0,0.0,0.0,1.0,0.0,0.21052631578947367
pendlte01,1997,1,CIN,NL,50,113,11,28,9,0,1,17.0,2.0,1.0,12,14.0,1.0,0.0,0.0,0.0,1.0,0.24778761061946902
perezne01,1997,1,COL,NL,83,313,46,91,13,10,5,31.0,4.0,3.0,21,43.0,4.0,1.0,5.0,4.0,3.0,0.29073482428115016
piazzmi01,1997,1,LAN,NL,152,556,104,201,32,1,40,124.0,5.0,1.0,69,77.0,11.0,3.0,0.0,5.0,19.0,0.36151079136690645
pooleji02,1997,1,SFN,NL,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,
portuma01,1997,1,PHI,NL,3,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
prattto02,1997,1,NYN,NL,39,106,12,30,6,0,2,19.0,0.0,1.0,13,32.0,0.0,2.0,0.0,0.0,1.0,0.2830188679245283
princto01,1997,1,LAN,NL,47,100,17,22,5,0,3,14.0,0.0,0.0,5,15.0,0.0,3.0,4.0,1.0,2.0,0.22
reedje02,1997,1,COL,NL,90,256,43,76,10,0,17,47.0,2.0,1.0,35,55.0,1.0,2.0,5.0,0.0,8.0,0.296875
reedri01,1997,1,NYN,NL,31,57,6,10,5,0,1,5.0,0.0,0.0,3,18.0,0.0,0.0,6.0,0.0,0.0,0.17543859649122806
reedst01,1997,1,COL,NL,62,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remlimi01,1997,1,CIN,NL,70,21,1,2,2,0,0,6.0,0.0,0.0,2,11.0,0.0,0.0,3.0,0.0,0.0,0.09523809523809523
sanchre01,1997,1,CHN,NL,97,205,14,51,9,0,1,12.0,4.0,2.0,11,26.0,2.0,0.0,4.0,0.0,7.0,0.24878048780487805
sandbry01,1997,1,CHN,NL,135,447,54,118,26,0,12,64.0,7.0,4.0,28,94.0,3.0,2.0,0.0,3.0,5.0,0.2639821029082774
sandere02,1997,1,CIN,NL,86,312,52,79,19,2,19,56.0,13.0,7.0,42,93.0,3.0,3.0,1.0,0.0,9.0,0.2532051282051282
schilcu01,1997,1,PHI,NL,34,81,4,14,1,0,0,1.0,1.0,0.0,1,32.0,0.0,0.0,12.0,1.0,3.0,0.1728395061728395
schmija01,1997,1,PIT,NL,30,56,2,6,2,0,0,2.0,0.0,0.0,2,26.0,0.0,0.0,9.0,0.0,1.0,0.10714285714285714
seguida01,1997,1,MON,NL,125,459,75,141,22,3,21,68.0,1.0,0.0,57,66.0,12.0,1.0,0.0,6.0,9.0,0.30718954248366015
servisc01,1997,1,CIN,NL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sheffga01,1997,1,FLO,NL,135,444,86,111,22,1,21,71.0,11.0,7.0,121,79.0,11.0,15.0,0.0,2.0,7.0,0.25
sierrru01,1997,1,CIN,NL,25,90,6,22,5,1,2,7.0,0.0,0.0,6,21.0,1.0,0.0,0.0,0.0,1.0,0.24444444444444444
slaugdo01,1997,1,SDN,NL,20,20,2,0,0,0,0,0.0,0.0,0.0,5,4.0,0.0,0.0,1.0,0.0,1.0,0.0
smithle02,1997,1,MON,NL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
smoltjo01,1997,1,ATL,NL,35,79,10,18,3,0,0,4.0,1.0,1.0,9,22.0,0.0,0.0,6.0,0.0,0.0,0.22784810126582278
snowjt01,1997,1,SFN,NL,157,531,81,149,36,1,28,104.0,6.0,4.0,96,124.0,13.0,1.0,2.0,7.0,8.0,0.2806026365348399
sosasa01,1997,1,CHN,NL,162,642,90,161,31,4,36,119.0,22.0,12.0,45,174.0,9.0,2.0,0.0,5.0,16.0,0.2507788161993769
sprinru01,1997,1,HOU,NL,53,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stottto01,1997,1,SLN,NL,28,55,6,13,4,1,0,4.0,0.0,0.0,8,13.0,0.0,0.0,5.0,0.0,0.0,0.23636363636363636
sweenma01,1997,1,SLN,NL,44,61,5,13,3,0,0,4.0,0.0,1.0,9,14.0,1.0,1.0,1.0,1.0,2.0,0.21311475409836064
sweenma01,1997,2,SDN,NL,71,103,11,33,4,0,2,19.0,2.0,2.0,11,18.0,0.0,0.0,0.0,1.0,1.0,0.32038834951456313
tapanke01,1997,1,CHN,NL,12,22,2,3,0,0,0,0.0,1.0,0.0,2,12.0,0.0,0.0,4.0,0.0,1.0,0.13636363636363635
tartada01,1997,1,PHI,NL,3,7,2,0,0,0,0,0.0,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
tavarju01,1997,1,SFN,NL,84,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
trachst01,1997,1,CHN,NL,34,60,5,7,3,0,0,4.0,0.0,0.0,5,19.0,0.0,0.0,11.0,0.0,3.0,0.11666666666666667
valdeis01,1997,1,LAN,NL,28,57,0,5,1,0,0,1.0,1.0,0.0,3,17.0,0.0,0.0,7.0,0.0,2.0,0.08771929824561403
valenfe01,1997,1,SDN,NL,13,17,0,3,0,0,0,1.0,0.0,0.0,0,3.0,0.0,0.0,4.0,0.0,0.0,0.17647058823529413
valenfe01,1997,2,SLN,NL,5,5,1,1,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.2
vandejo02,1997,1,COL,NL,76,92,7,16,2,0,1,11.0,1.0,1.0,10,33.0,0.0,0.0,0.0,0.0,2.0,0.17391304347826086
vaughgr01,1997,1,SDN,NL,120,361,60,78,10,0,18,57.0,7.0,4.0,56,110.0,1.0,2.0,0.0,3.0,7.0,0.21606648199445982
